Artists,Title,Rating,Number of Votes,Movie Title
"Anupam Kher, Pooja Chopra",Akkad Bakkad Bambe Bo Assi Naabe Pure Sau,3.00,1,Vijay
Lata Mangeshkar,Meri Ankhe Hai Aap Ki Ankhe,3.00,1,Vijay
Asha Bhosle,Rakhna Athanni Sambhalke Haye Jani Kamal Ke,3.00,1,Vijay
Shankar Mahadevan,Shree Ganeshaya Dhimahi,4.50,24,Viruddh
Abida Parveen,Man Lagao Yar Fakiri Me,4.27,11,Viruddh
Ajit Parab,Bhuli Bisri Yado Me Abhi Kahi Pyar Chhupa Hai,4.50,4,Viruddh
Roop Kumar Rathod,Fakira Na Aaye,4.00,2,Viruddh
Jagjit Singh,Hey Jag Daata,3.00,1,Viruddh
Sonali Rathod,Gham Raha,3.00,1,Viruddh
Abida Parveen,Bhala Hua Meri Matki,1.00,1,Viruddh
,Melancholy,1.00,1,Viruddh
Abida Parveen,Sahib Mera Ek Hai,1.00,1,Viruddh
Babbu Maan,Rab Na Kare Ke Ye Jindagi,4.19,104,Vaada Raha... I Promise
Toshi Sabri,Vada Raha Dunga Tujhe,4.44,18,Vaada Raha... I Promise
Babbu Maan,Rab Na Kare (Remix),3.40,10,Vaada Raha... I Promise
Toshi Sabri,Vada Raha (Remix),4.11,9,Vaada Raha... I Promise
Parthiv Gohil,Kubul Kar Le Maula,4.00,2,Vaada Raha... I Promise
"Shaan, Shweta Pandit",Aaj Aasmaan Kuchh Aur Nila Lage,3.00,1,Vaada Raha... I Promise
,Vaada Raha Theme,3.00,1,Vaada Raha... I Promise
Kunal Ganjawala,Achal Hai Mere Hausale,2.67,3,Vaada Raha... I Promise
,Flying High Theme,1.00,1,Vaada Raha... I Promise
,Lost In Love Theme,1.00,1,Vaada Raha... I Promise
Mohammed Aziz,Balleshaah Kade Ishq Naa Karie,3.56,9,Vapsi Saajan Ki
"Abhijeet, Sapna Mukherjee","Dhire Dhire Hauule Haule, Chadh Gaya Pyar Ka Bukhar",3.00,2,Vapsi Saajan Ki
"Udit Narayan, Poornima",Love You Love You Karke Tumne,3.00,1,Vapsi Saajan Ki
Poornima,Meri Payal Bole,3.00,1,Vapsi Saajan Ki
"Mohammed Aziz, Suresh Wadkar","Purab Se Ik Pyara Jhonka, Vatan Ke Fasane",3.00,1,Vapsi Saajan Ki
"Sadhana Sargam, Suresh Wadkar",Tumsa Koi Nahi Zamane Me,3.00,1,Vapsi Saajan Ki
"Abhijeet, Sapna Mukherjee","Aayaa Sapanon Men Koi, Churaa Ke Meraa Dil Le Gayaa",3.90,62,Vapsi Saajan Ki
"Alka Yagnik, Kumar Sanu",Raah Me Unse Mulakat Ho Gai,4.31,52,Vijaypath
Alisha Chinai,Kal Saiya Ne Aisi Bowling Kari,3.85,71,Vijaypath
Sadhna Sargam,Der Lagi Aane Me Tumko Shukr Hai Phir Bhi Aaye To,4.43,46,Vijaypath
Alisha Chinai,Ruk Ruk Ruk Are Baba Ruk,4.13,16,Vijaypath
"Sadhana Sargam, Kumar Sanu",Sine Me Dil Hai Dil Me Sanam,4.33,3,Vijaypath
"Kumar Sanu, Alka Yagnik",Sagar Sang Kinare Hai Phulo Sang Bahaare Hai,3.63,8,Vijaypath
Kumar Sanu,Aayiye Aapka Intezar Tha (Male),3.00,1,Vijaypath
"Poornima, Anu Malik",Ladke Aaj Ke Ladke,3.00,1,Vijaypath
"Shankar Mahadevan, Kamal Haasan",Mai Radha Teri Mera Shaam Tu,4.24,96,Vishwaroop
Suraj Jagan,Vishwarup,4.47,32,Vishwaroop
Suraj Jagan,Vishwarup Rup Rup Rup,4.33,12,Vishwaroop
"Nikhil D Souza, Kamal Haasan",Koi Kahin,4.13,8,Vishwaroop
"Benny Dayal, Shankar Mahadevan",Sadiyo Se Chalti Jung Hai,4.00,8,Vishwaroop
Sapna Mukherjee,Saat Samundar Paar Main Tere Pichhe Pichhe Aa Gai,4.06,124,Vishwatma
"Alka Yagnik, Sadhana Sargam, Sapna Mukherjee, Amit Kumar",Abhi Aaya Nahi Hai Jo Abhi Aaya Hua Jo (Toofan),4.12,49,Vishwatma
"Sadhana Sargam, Mohammed Aziz, Udit Narayan, Alka Yagnik",Aankhon Mein Hai Kya Tasveer Teri,4.00,16,Vishwatma
"Udit Narayan, Mohammed Aziz, Sapna Mukherjee, Amit Kumar",Dil Le Gayi Teri Bindiya,4.78,9,Vishwatma
Mohammed Aziz,Admi Zindagi Aur Ye Aatma Dhundhte Hai Sabhi Tujhko (Ii),4.67,3,Vishwatma
"Jolly Mukherjee, Udit Narayan",Saat Samundar Paar (Part 3),4.50,4,Vishwatma
Naseeruddin Shah,Vishwatma,4.25,4,Vishwatma
Mohammed Aziz,Admi Zindagi Aur Ye Aatma Dhundhte Hai Sabhi Tujhko,4.00,5,Vishwatma
"Jolly Mukherjee, Udit Narayan",Saat Samundar Paar Main Tere Pichhe Pichhe Aa Gaya,3.80,5,Vishwatma
,Saat Samundar Paar Mai Tere Piche Piche (Instrumental),3.50,2,Vishwatma
Mohammed Aziz,Admi Zindagi Aur Ye Atma (Sad),1.67,3,Vishwatma
"Mohammed Aziz, Udit Narayan, Sadhana Sargam, Sapna Mukherjee",Dil Le Gayi Teri Bindiya (Ii),3.00,1,Vishwatma
,Aankhon Mein Hai Kya Tasveer Teri (Instrumental),3.33,3,Vishwatma
,Dil Le Gayi Teri Bindiya (Instrumental),3.00,2,Vishwatma
,Toofan (Instrumental),1.00,1,Vishwatma
"Alka Yagnik, Babul Supriyo",Mai Ishk Uska Wo Aashiki Hai Meri,4.13,15,Vaada
"Anuradha Sriram, Shaan",Teri Kurti Sexy (2),3.20,10,Vaada
"Udit Narayan, Alka Yagnik, Kumar Sanu",Waada Hai Ye,4.80,5,Vaada
"Anuradha Sriram, Shaan",Teree Kurty Sexy Lagadee Ve,4.44,9,Vaada
"Udit Narayan, Alka Yagnik",Main Deewana Deewana,3.40,5,Vaada
"Sangeeta, Kumar Sanu",Vaada Hai Yeh (Version 2),3.40,5,Vaada
Kavita Seth,Jindagee Ko Sanwaar De Maula (2),3.33,3,Vaada
Kavita Seth,Jindagee Ko Sanwaar De Maula,3.00,3,Vaada
"Kailash Kher, Sunidhi Chauhan",Ud Ud Ud Jaye,3.00,1,Vaada
Kumar Sanu,Vaada Hai Ye (Male),1.00,1,Vaada
Asha Bhosle,Aage Bhi Jaane Na Tu,4.39,1057,Waqt
Manna Dey,"Aye Meri Zohra Zabeen, Tujhe Malum Nahi",4.53,388,Waqt
Asha Bhosle,Kaun Aaya Ki Nigaho Me Chamak Jag,4.46,165,Waqt
Asha Bhosle,Chehare Pe Kushi Chhaa Jaati Hai,4.42,133,Waqt
"Mahendra Kapoor, Asha Bhosle",Hum Jab Simat Ke Aapki,4.42,151,Waqt
Mohammed Rafi,Vaqt Se Din Aur Raat,4.42,205,Waqt
"Asha Bhosle, Mahendra Kapoor",Din Hai Bahar Ke Tere Mere Ikrar Ke,4.41,297,Waqt
"Mahendra Kapoor, Asha Bhosle",Maine Dekha Hai Ki Phulo Se Ladi Vadi Me,4.56,66,Waqt
Lata Mangeshkar,Lag Ja Gale Ki Phir Ye Hasin Raat Ho Na Ho,4.28,4962,Woh Kaun Thi
Lata Mangeshkar,Nainaa Barase Rimajhim Rimajhim,4.47,244,Woh Kaun Thi
Lata Mangeshkar,"Jo Hamane Daastaan Apani Sunaai, Aap Kyon Roe",4.36,230,Woh Kaun Thi
"Lata Mangeshkar, Mahendra Kapoor",Chodkar Tere Pyar Ka Daman Ye Bata De Ke Hum Kidhar Jaye,4.30,115,Woh Kaun Thi
Asha Bhosle,Shok Nazar Ki Bijaliyaan Dil Pe Mere Giraae Jaa,4.22,49,Woh Kaun Thi
"Asha Bhosle, Mohammed Rafi",Tiki Riki Tiki Riki Takuri,3.64,22,Woh Kaun Thi
Shibani Kashyap,Sajna Aa Bhi Jaa Nahi Lagda Tere Bina Dil,4.14,174,Waisa Bhi Hota Hai Part II
Kailash Kher,"Tutaa Tutaa Ek Parindaa Aise Tutaa, Allaah Ke Bande",4.50,20,Waisa Bhi Hota Hai Part II
Kailash Kher,Allah Ke Bande Hans De,4.35,46,Waisa Bhi Hota Hai Part II
Rabbi Shergill,Laundiya Ke Pallu Me Se Gau Ki Boo Aawe,3.50,2,Waisa Bhi Hota Hai Part II
Shibani Kashyap,Bandh Aankhe Ruki Sase Dhadkano Mein Tum,3.00,1,Waisa Bhi Hota Hai Part II
Sunidhi Chauhan,Jismm,3.00,1,Waisa Bhi Hota Hai Part II
Bali Brahmbhatt,My Name Is Gurdeepa,3.00,1,Waisa Bhi Hota Hai Part II
Shibani Kashyap,Prem Dunk,3.00,1,Waisa Bhi Hota Hai Part II
"Suzanne D Mello, Nikita Nigam, Hrishikesh Kamerkar",Le Le Le Re Le Le Maza Le,4.33,60,Wanted
"Amrita Kak, Wajid Khan",Love Me Love Me Love Me,4.30,20,Wanted
Wajid Khan,Mera Hi Jalwa,4.29,21,Wanted
"Shaan, Shreya Ghoshal",Dil Leke Dard-E-Dil De Gaye,4.09,44,Wanted
"Suzanne D Mello, Sunidhi Chauhan, Kamaal Khan",Ishq Vishq Pyaar Vyaar Kar Le,4.04,26,Wanted
"Shaan, Shreya Ghoshal",Dil Leke Darde Dil De Gaye (Remix),3.70,10,Wanted
Wajid Ali,Jalwa On The House (Remix),4.50,6,Wanted
"Kamaal Khan, Sunidhi Chauhan",Ishq Vishq (Remix),4.33,3,Wanted
"Amrita Kak, Wajid Ali",Love Me Love Me (Mama Papa Mix),4.33,3,Wanted
"Wajid Khan, Sunidhi Chauhan",Tose Pyaar Karate Hai Gori,4.00,7,Wanted
"Sunidhi Chauhan, Wajid Ali",Tose Pyar Karte Hain (Remix),4.00,4,Wanted
Salman Khan,Wanted,3.88,8,Wanted
"Lata Mangeshkar, Mohammed Rafi",Ek Tera Saath Humko Do Jahan Se Pyara Hai,4.53,370,Wapas
Mohammed Rafi,Aai Baharon Ki Shaam,4.53,86,Wapas
Mohammed Rafi,"Paijaniya Chhanke Ram, Bijuriya Chhamak Chhamak Rah Jaye",4.75,20,Wapas
Mohammed Rafi,Gudiya Si Meri Laadli,4.70,44,Wapas
Usha Mangeshkar,"Jhun Jhuna, Saaze Dil Ko Chhed Hole Hole",4.60,5,Wapas
Mohammed Rafi,Dur Hai Wo Anchal,3.88,8,Wapas
"Anu Malik, Sunidhi Chauhan","Do Me A Favour Lets Play Holi, Rango Me Hai Pyar Ki Boli",4.09,34,Waqt - Race Against Time
"Adnan Sami, Sonu Nigam",Apne Jahan Ke Hum Badshah Hai,3.95,20,Waqt - Race Against Time
Kailash Kher,Toot Gaya Dil Toot Gaya,3.55,33,Waqt - Race Against Time
"Udit Narayan, Alka Yagnik","Subah Hogi, Shaam Hogi",4.45,11,Waqt - Race Against Time
"Sunidhi Chauhan, Sonu Nigam","Chhup Ja Chup Ja, Jaa Kahin Chhup Jaa",3.94,17,Waqt - Race Against Time
"Mahalakshmi Iyer, Sunidhi Chauhan, Sudesh Bhosle, Sonu Nigam","Miraksam, Miraksam, Dil Wich Tera Hi Khyal Rehnda",4.00,2,Waqt - Race Against Time
"Sonu Nigam, Sunidhi Chauhan",Tandav In Waqt (Akshay Kumar),3.33,3,Waqt - Race Against Time
Kishore Kumar,Ruk Jana O Jana Humse Do Bate Karke Chali Jana,4.29,65,Warrant
Kishore Kumar,Are Dulha Dulhan Ko Akela Zara Chhodo,4.75,24,Warrant
Lata Mangeshkar,"Main Tumase Muhabbat Karati Hun, I Am Sorry",4.56,16,Warrant
"Lata Mangeshkar, Kishore Kumar",Ladi Najariya Ladi,4.44,18,Warrant
"Anand Raj Anand, Kalpana",Ek Uncha Lamba Kad Duja Soni Vi Tu Had,3.91,53,Welcome
"Anand Raj Anand, Shweta Pandit","O Kiya Kiya, Kya Kiya, Kya Kiya Re Sanam",4.00,35,Welcome
Himesh Reshammiya,Kola Laaka Vellari,4.00,10,Welcome
"Akriti Kakkar, Himesh Reshammiya, Krishna, Shaan",Insha Allaah,4.75,4,Welcome
"Anand Raj Anand, Shankar Mahadevan, Shreya Ghoshal","Honth Rasile Tere Honth Rasile, Dil Kehta Hai Mera Yeh",4.44,9,Welcome
"Shaan, Sowmya Raoh, Wajid Khan","Welcome, Welcome, Welcome",4.00,3,Welcome
Kavita Seth,Gunja Sa Hai Koi Iktaara,4.40,20,Wake Up Sid
Shankar Mahadevan,Aaj Kal Jindagi Mujhase Hai Keh Rahi,4.80,5,Wake Up Sid
Salim Merchant,Boondo Ke Motiyo,4.75,8,Wake Up Sid
Shankar Mahadevan,Wake Up Sid Saare Pal Kahe,4.56,9,Wake Up Sid
"Raman Mahadevan, Amitabh Bhattacharya, Tochi Raina",Iktara (Male),4.33,3,Wake Up Sid
Clinton Cerejo,Kya Karoon Haule Haule Jo,4.00,2,Wake Up Sid
Shankar Mahadevan,Wake Up Sid (Club Mix),4.00,2,Wake Up Sid
Shankar Mahadevan,Life Is Crazy,3.00,2,Wake Up Sid
"Suraiya, Talat Mahmood","Rahi Matwale, Tu Chhed Ek Baar",4.37,515,Waris
Talat Mahmood,Kabhi Hai Gham Kabhi Khushiyan,4.47,51,Waris
"Suraiya, Talat Mahmood",Dur Hote Nahi Jo Dil Me Raha Karte Hai Dur Hote Nahi,4.64,36,Waris
"Talat Mahmood, Suraiya",Rahi Matvale Tu Chhed Ek Baar Man Ka Sitar,4.44,39,Waris
Suraiya,Raahi Matwale Tu Chal Tu Sath,4.75,8,Waris
"Talat Mahmood, Suraiya",Ghar Tera Apna Ghar Laage,4.22,9,Waris
Suraiya,Dunia Ko Nahi Manzur To Tera Dard,4.11,9,Waris
Rajkumari,Gazab Kiya Tere Wade Pe Aitbaar Kiya,4.11,9,Waris
"Asha Bhosle, Bande Hasan",Badhai Hai Gaao Badhaiya,3.75,4,Waris
Suraiya,Taro Ki Nagri Se Chandaa Ne,3.56,9,Waris
"Sohail Sen, Bela Shende",Su Chhe Su Chhe Man Kai Do,3.93,15,Whats Your Raashee
"Sohail Sen, Marianne D Cruz",Bikhari Bikhari Si Julfe Hai Kyu,4.75,4,Whats Your Raashee
Sohail Sen,What' S Your Raashee (Title),4.50,2,Whats Your Raashee
Shaan,Aaja Lehrate Aaja Balkhate Nachte Nachate,4.33,3,Whats Your Raashee
Pamela Jain,Maanunga Maanunga Jo Tera Kehana Hai,4.00,2,Whats Your Raashee
"Sohail Sen, Alka Yagnik",Pyaari Pyaari Nayi Nayi Nyaari Nyaari,4.00,2,Whats Your Raashee
"Harman Baweja, Aslesha Gowariker",Aa Le Chal Mujhako Sapano Ke Nagar,3.75,4,Whats Your Raashee
"Rajab Ali Bharti, Bela Shende",Koyi Jaane Na,3.50,2,Whats Your Raashee
"Udit Narayan, Sohail Sen, Madhushree",Sau Janam Ha Lenge Hum,3.50,2,Whats Your Raashee
"Tarannum Mallik, Sohail Sen",Dhadkan Dhadkan Bole Mera Yeh Mann,3.00,1,Whats Your Raashee
"Tarannum Mallik, Sohail Sen",Jaao Na Jaao Na,3.00,1,Whats Your Raashee
Sohail Sen,Pal Pal Dil Jisako Dhundhein,3.00,1,Whats Your Raashee
"Sohail Sen, Tarannum Mallik",Salone Kya Tune Prem Ka Shaastra Padha,3.00,1,Whats Your Raashee
Kumar Sanu,Tere Bagair Yeh Dil Kis Tarah Sambhaalenge,4.00,29,Wafaa
Udit Narayan,Bhula Sako To Bade Shauk Se Bhula Do Mujhe,4.29,14,Wafaa
Jaya Piyush,Sargarmiyaan Ho,4.67,3,Wafaa
Kalpana,Wafaa (Title Song),4.67,6,Wafaa
Kailash Kher,Tu Hai Shola,4.50,4,Wafaa
"Akriti Kakkar, Mika Singh",Muztarib Muztarib Rehata Hoon Main Hamesha,4.33,3,Wafaa
Aftab,Husn Hai Ya Koi Jaadu,3.75,4,Wafaa
"Sunidhi Chauhan, Rahul Vaidya",Raaste Roshan Huye Sab,3.67,3,Wafaa
"Sonu Nigam, Shreya Ghoshal",Tere Bin,3.90,41,Wazir
"Farhan Akhtar, Amitabh Bachchan",Atrangi Yaari,4.33,12,Wazir
Amitabh Bachchan,Khel Khel Mein,4.18,11,Wazir
Javed Ali,Maula Mere Maula Reh Dikha,4.71,7,Wazir
,Wazir Theme,4.40,5,Wazir
Ankit Tiwari,Tu Mere Paas,4.38,8,Wazir
"Prashant Pillai, Gagan Baderiya",Tere Liye Mera Kareem,3.00,1,Wazir
"Amit Kumar, Anuradha Paudwal",Mai Gau Tere Liye,4.75,4,Woh Phir Aayegi
,Main Gaau Kiske Liye,4.50,4,Woh Phir Aayegi
"S Janaki, Amit Kumar",Kya Tan Kya Man Kya Jivan,4.33,9,Woh Phir Aayegi
"Amit Kumar, Anuradha Paudwal",Pehla Pehla Pyaar Hai,4.22,9,Woh Phir Aayegi
"Amit Kumar, Anuradha Paudwal",Bol Sakhi Bol Sakhi,4.00,2,Woh Phir Aayegi
Daler Mehndi,"Agar Zindagi Se Muhabbat Karoge, Muhabbat Zindagi Me Kar Na Sakoge",4.25,63,Wajahh
Anand Raj Anand,Teri Did Ko Ankhiyaan Tarse,4.50,4,Wajahh
"Sunidhi Chauhan, Bob",Ye Zamana Kya Karega Ye Zamana,4.50,6,Wajahh
"Anand Raj Anand, Shreya Ghoshal","Wada Ye Kar Sathiya, Saato Janam Sath Ho Sanam Hum Tum",2.00,4,Wajahh
,Teri Deed Ko Akhiyan Tarse (Karaoke Mix),3.00,1,Wajahh
Shreya Ghoshal,"Kyu Mujhko Darane Laga Sapna Koi, Maano Door Jaane Laga Apna Koi",4.00,2,Wajahh
Kunal Ganjawala,Koi Na Koi Wajah Hogi,3.25,4,Wajahh
Kunal Ganjawala,Koi Na Koi Wajahh,1.00,1,Wajahh
Nana Patekar,Kaise Bataaoon Main Tumhe,4.49,265,Wajood
"Alka Yagnik, Kumar Sanu","Parabaton Pe Baadalon Ki Zulf Khul Gai, Aur Ham Tum",4.25,4,Wajood
Alka Yagnik,Mai Kya Karu Kya Karu,4.00,2,Wajood
"Alka Yagnik, Kumar Sanu",Mai Sochata Hu Tumhari Dunia,4.00,2,Wajood
"Kavita Krishnamurthy, Udit Narayan","Sharamili Aankhon Ne, Sanam Tum Ham Pe Marate Ho",4.00,2,Wajood
"Kavita Krishnamurthy, Sapna Awasthi","Ki Tut Gai Tadak Kar Ke, Dekhi Hamane Bich Bajariyaa",3.78,9,Wajood
"Usha Mangeshkar, Bappi Lahiri","Tu Mujhe Jaan Se Bhi Pyara Hai, Tere Bin Suna Jag Sara Hai",4.31,74,Wardat
"Mohammed Rafi, Usha Mangeshkar",Sara Jahan Chhod Ke Tujhe Maine Salaam Kiya Hai,4.44,25,Wardat
Bappi Lahiri,Dekha Hai Maine Tumhe Phir Se Palatke,4.15,46,Wardat
Annette Pinto,Din Ho Ya Raat Tu Pyar Kiye Jaa,3.62,13,Wardat
"Usha Uthup, Bappi Lahiri",Na Mai Hun Tera,4.00,6,Wardat
Shailendra Singh,Jalim Duniya Humpe Thati Hai Sitam,3.67,9,Wardat
Glenn John,Tu Jo Nahin,4.11,71,Woh Lamhe
Jawad Ahmad,Bin Tere Kya Hai,4.32,34,Woh Lamhe
K. K.,Kya Mujhe Pyar Hai Aah Kaisa Khumaar Hai,4.23,35,Woh Lamhe
K. K.,Kya Mujhe Pyaar Hai (Remix),4.36,11,Woh Lamhe
James,Chal Chale Apne Ghar,4.18,17,Woh Lamhe
Kunal Ganjawala,So Jaaoon Main,3.67,3,Woh Lamhe
Shreya Ghoshal,So Jau Mai (Female),3.25,4,Woh Lamhe
Neha Bhasin,Dil Ke Armaan (Women's Day Anthem),3.33,3,W
"Armaan Malik, Amal Malik",Aana Nahi,3.00,1,W
Apeksha Dandekar,Hum Hain Tum Ho,3.00,1,W
Armaan Malik,Tu Hawa,3.00,1,W
"Hiral Brahmbhatt, Armaan Malik, Amal Malik",Wild Wild,1.00,1,W
"Anuradha Sriram, Sudesh Bhosle",Khubsurat Hasin,4.25,12,Waah Tera Kya Kehna
"Shweta Pandit, Govinda","Paisaa Meri Jaan Hai, Paisa Hi Shan Hai",4.25,16,Waah Tera Kya Kehna
"Udit Narayan, Alka Yagnik","Mujhe, Teri Nazar",4.00,10,Waah Tera Kya Kehna
Abhijeet,"Kaddu Kaa Mridang, Kalele Ki Ho Gai Sagaai",3.79,14,Waah Tera Kya Kehna
"Kavita Krishnamurthy, Roop Kumar Rathod",Vaah Teraa Kyaa Kahanaa,4.00,2,Waah Tera Kya Kehna
"Alka Yagnik, Udit Narayan",Ye Mujhe Kya Hua,4.00,2,Waah Tera Kya Kehna
Sudeep Swaroop,Anjaani,3.00,1,X: Past Is Present
,Anjaani (Instrumental Version),3.00,1,X: Past Is Present
Divya Prasad,Kali Raate,3.00,1,X: Past Is Present
"Divya Prasad, Usha Uthup",Kuch Raaz Hai (Tamil Mix),3.00,1,X: Past Is Present
"Divya Prasad, Usha Uthup",Kuch Raaz Hai - I,3.00,1,X: Past Is Present
Divya Prasad,Kuch Raaz Hai - II,3.00,1,X: Past Is Present
Sudeep Swaroop,Woh Kaun Thi (Live),3.00,1,X: Past Is Present
,Kali Raate (Instrumental Version),1.00,1,X: Past Is Present
Divya Prasad,Night Of X,1.00,1,X: Past Is Present
Hema Sardesai,Xcuse Me (Title Song),3.67,3,Xcuse Me
"Sanjeev, Darshan",Boom Boom Kadmo Me Apne,3.00,1,Xcuse Me
"Shaan, Shreya Ghoshal",Ishq Hua Hume Ishq Hua - L,3.00,1,Xcuse Me
"Shreya Ghoshal, Udit Narayan",Ishq Hua Hume Ishq Hua - Ll,3.00,1,Xcuse Me
"Shaan, Abhijeet","Ladki Ladki, Amrici Gori Ya Chhori Japani",3.00,1,Xcuse Me
"Abhijeet, Sunidhi Chauhan",Ye Tu Kya Kar Rahela Hai,3.00,1,Xcuse Me
Lucky Ali,Dil Gaaye Jaa,4.00,2,Xsuie (Album)
Lucky Ali,Rehne De,3.00,1,Xsuie (Album)
Lucky Ali,Sea Of Life,4.50,4,Xsuie (Album)
Lucky Ali,Khuda Hafiz,1.00,1,Xsuie (Album)
Lucky Ali,O Raahi,1.00,1,Xsuie (Album)
Lucky Ali,With You,1.00,1,Xsuie (Album)
Lucky Ali,Ye Zindagi,1.00,1,Xsuie (Album)
"Shivangi, Padmini, Mohammed Rafi, Lata Mangeshkar, Kishore Kumar",Yaado Ki Baarat Nikli Hai Aaj Dil Ke Dware,4.52,101,Yaadon Ki Baarat
Asha Bhosle,Chura Liya Hai Tum Ne Jo Dil Ko,4.20,253,Yaadon Ki Baarat
"Asha Bhosle, Kishore Kumar, R D Burman",Aapke Kamare Me Koyee Rehata Hai,4.68,56,Yaadon Ki Baarat
"Kishore Kumar, Asha Bhosle",Lekar Ham Divana Dil,4.48,62,Yaadon Ki Baarat
"Kishore Kumar, Mohammed Rafi",Yaado Ki Baarat Nikli Hai Aaj (Male),4.35,94,Yaadon Ki Baarat
"Asha Bhosle, Kishore Kumar",Dil Mil Gaye Ho To Hum Khil Gaye,4.64,25,Yaadon Ki Baarat
"Kishore Kumar, Asha Bhosle","O Meri Soni, Meri Tamanna",4.51,41,Yaadon Ki Baarat
"Suman Kalyanpur, Mohammed Rafi","Dil Ki Kitab Kori Hai, Kori Hi Rahne Do",3.90,493,Yaar Mera
Mohammed Rafi,Hai Kuch Aise Ada Se Wo Mera Yaar Chala,4.46,24,Yaar Mera
Mohammed Rafi,Darr Lage To Gana Ga,4.71,14,Yaar Mera
Manna Dey,"Hari Om, Hari Om, Bhagwan Ke Ghar Me Sab Kuch Hai",4.67,12,Yaar Mera
Asha Bhosle,Husn Walo Ke Panje Me Aa,4.50,10,Yaar Mera
Kishore Kumar,Chhukar Mere Mann Ko Kiya Tune Kya Ishaara,4.26,338,Yaarana
Kishore Kumar,Mere Yaar Ko Manaa De,4.26,109,Yaarana
Kishore Kumar,"Tere Jaisaa Yar Kahaa, Kahaa Aisaa Yarana",4.17,241,Yaarana
Kishore Kumar,Tu Rutha Dil Toota,4.26,54,Yaarana
Mohammed Rafi,Bishan Chacha Kuch Gao Are Re Aisa Tarana Jhum Ke Gao,4.45,42,Yaarana
Kishore Kumar,Saara Jamaana Hasino Kaa Divaana,4.33,49,Yaarana
Mukesh,"Dil Se Tujhko Be Dili Hai, Ye Mera Diwanapan Hai",4.52,540,Yahudi
Lata Mangeshkar,"Meri Ja Meri Ja, Pyar Kisi Se, Ho Hi Gaya Hai",4.36,231,Yahudi
"Lata Mangeshkar, Geeta Dutt",Bechain Dil Khoi Si Nazar,4.54,70,Yahudi
Lata Mangeshkar,Dil Me Pyaar Kaa Tufaan,4.67,39,Yahudi
Lata Mangeshkar,Aate Jate Pahalu Me Aaya Koyi,4.60,43,Yahudi
Mohammed Rafi,Ye Duniya Haye Hamari Ye Duniya,4.56,39,Yahudi
Lata Mangeshkar,Aansu Kee Aag Leke Teree Yaad Aayee,4.55,31,Yahudi
,Title Music (Yahudi),4.80,10,Yahudi
Asha Bhosle,"Yehi Woh Jagah Hai, Yahi Woh Fizaye",4.54,136,Yeh Raat Phir Na Ayegi
"Asha Bhosle, Mohammed Rafi",Phir Miloge Kabhi Is Baat Ka Vada Karlo,4.51,150,Yeh Raat Phir Na Ayegi
Mahendra Kapoor,Meraa Pyaar Woh Hain Ke Mar Kar Bhee Tumko,4.38,233,Yeh Raat Phir Na Ayegi
"Asha Bhosle, Minoo Purushottam",Huzurevaalaa Jo Ho Ijaazat To Ham Ye Saare Jahaan Se Kah Den,4.35,209,Yeh Raat Phir Na Ayegi
"Asha Bhosle, Mohammed Rafi",Aapase Mainne Meri Jaan Muhabbat Ki Hai,4.45,58,Yeh Raat Phir Na Ayegi
Asha Bhosle,Mohabbat Chiz Hai Kya,4.76,42,Yeh Raat Phir Na Ayegi
Asha Bhosle,Har Tukda Mere Dil Ka Deta Hai Duhai,4.50,28,Yeh Raat Phir Na Ayegi
Asha Bhosle,Mai Shaayad Tumhaare Liye Ajanabee Hoo,4.42,36,Yeh Raat Phir Na Ayegi
"Madhushree, A R Rahman","Kabhi Neem Neem, Kabhi Shahad Shahad",4.24,38,Yuva
"Blaaze, Shaheen Badar",Dol Dol Na Pape,4.50,2,Yuva
"Tanvi, Sunitha Sarathy, A R Rahman",Hone Do Dil Ko Fanaa,3.63,8,Yuva
"Alka Yagnik, Adnan Sami","Badal Wo Aaye, Garmi Badhae",3.50,4,Yuva
"A R Rahman, Karthik",Dhakkaa Lagaa Bhukkaa Khaayegaa Re Mukkaa,3.00,1,Yuva
"Sunitha Sarathy, Lucky Ali, Karthik",Khuda Hafiz Shukariya Meharbani,3.00,1,Yuva
"Shreya Ghoshal, A R Rahman, Benny Dayal",Tu Hi To Meri Dost Hain,4.05,37,Yuvvraaj
"Javed Ali, Alka Yagnik",Tu Muskura Jahaan Bhi Hai Tu Muskura,4.16,19,Yuvvraaj
"Vijay Prakash, Shreya Ghoshal",Manmohini Morey,4.33,9,Yuvvraaj
Srinivas,Jindagi Jindagi Kya Kami Reh Gai,4.17,6,Yuvvraaj
"Sonu Nigam, Roop Kumar Rathod, A R Rahman",Dil Ka Rishta Ye Rishta,4.00,9,Yuvvraaj
Salman Khan,Main Hu Deven Deven Yuvraaj,3.80,5,Yuvvraaj
Ember,Shano Shano (Remix),3.57,7,Yuvvraaj
"Alka Yagnik, Benny Dayal, Naresh Iyer, Sonu Nigam",Mastam Dar Mastam,3.50,2,Yuvvraaj
"Sunaina, Sonu Nigam, Srinivas, Karthik, Timmy, Vivienne Pocha, Tina, Blaaze",Shano Shano,3.00,1,Yuvvraaj
"Nina, Rajendra Mehta",Jab Aanchal Raat Ka Lahrae,4.22,121,Yahan Wahan
"Suresh Wadkar, Alka Yagnik",Kya Hai Koi,4.00,3,Yahan Wahan
